Player,Pos,Squad,Comp,MP,Min,Gls,Ast,GA,xG,npxG,xAG,Sh,SoT,SoT_pct,KP,SCA,GCA,Succ_pct,Goals_per90,Assists_per90,xG_per90,Finishing,Shot_Accuracy
Seko Fofana,MF,Rennes,fr Ligue 1,16,844,1,1,2,1.8,1.8,1.2,24,6,25.0,13,32,2,50.0,0.11,0.11,0.19,-0.8,25.0
Wesley Fofana,DF,Chelsea,eng Premier League,14,1172,0,0,0,0.4,0.4,0.4,3,0,0.0,6,15,0,53.3,0.0,0.0,0.03,-0.4,0.0
Yahia Fofana,GK,Angers,fr Ligue 1,33,2970,0,0,0,0.0,0.0,0.1,0,0,0.0,1,4,0,100.0,0.0,0.0,0.0,0.0,
Youssouf Fofana,MF,Milan,it Serie A,35,2504,1,6,7,1.3,1.3,3.4,36,5,13.9,23,62,6,45.2,0.04,0.22,0.05,-0.3,13.89
Jonas Föhrenbach,DF,Heidenheim,de Bundesliga,27,1832,0,1,1,0.3,0.3,1.3,8,1,12.5,14,34,4,41.2,0.0,0.05,0.01,-0.3,12.5
Michael Folorunsho,"FW,MF",Fiorentina,it Serie A,14,650,0,0,0,1.1,1.1,0.6,9,3,33.3,3,14,1,50.0,0.0,0.0,0.15,-1.1,33.33
Pablo Fornals,"MF,FW",Betis,es La Liga,26,1827,2,0,2,1.8,1.8,3.3,23,4,17.4,36,88,9,28.6,0.1,0.0,0.09,0.2,17.39
Fraser Forster,GK,Tottenham,eng Premier League,7,630,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,100.0,0.0,0.0,0.0,0.0,
Héctor Fort,DF,Barcelona,es La Liga,17,585,0,0,0,0.2,0.2,0.9,6,0,0.0,10,16,1,22.2,0.0,0.0,0.03,-0.2,0.0
Dimitri Foulquier,DF,Valencia,es La Liga,32,2299,0,1,1,0.4,0.4,1.4,13,2,15.4,10,36,4,24.2,0.0,0.04,0.02,-0.4,15.38
Juan Foyth,DF,Villarreal,es La Liga,19,1517,1,0,1,2.4,2.4,0.3,17,5,29.4,7,20,1,44.4,0.06,0.0,0.14,-1.4,29.41
Alejandro Francés,DF,Girona,es La Liga,18,1173,0,0,0,0.2,0.2,0.3,6,0,0.0,4,16,1,50.0,0.0,0.0,0.02,-0.2,0.0
Przemysław Frankowski,DF,Lens,fr Ligue 1,18,1387,4,2,6,2.3,0.7,2.5,14,5,35.7,20,46,5,37.5,0.26,0.13,0.15,1.7,35.71
Enric Franquesa,"DF,FW",Leganés,es La Liga,12,616,1,0,1,0.3,0.3,0.1,3,1,33.3,2,6,0,42.9,0.15,0.0,0.04,0.7,33.33
Ryan Fraser,"FW,DF",Southampton,eng Premier League,8,306,0,0,0,0.0,0.0,0.1,1,1,100.0,2,5,0,66.7,0.0,0.0,0.0,0.0,100.0
Davide Frattesi,MF,Inter,it Serie A,27,1158,5,1,6,4.0,4.0,0.8,26,7,26.9,7,19,2,38.9,0.39,0.08,0.31,1.0,26.92
Morten Frendrup,MF,Genoa,it Serie A,35,3103,2,0,2,1.6,1.6,0.9,30,9,30.0,14,53,4,41.7,0.06,0.0,0.05,0.4,30.0
Martin Frese,DF,Hellas Verona,it Serie A,11,549,0,0,0,0.1,0.1,0.2,2,0,0.0,5,10,1,0.0,0.0,0.0,0.02,-0.1,0.0
Remo Freuler,MF,Bologna,it Serie A,37,3204,1,2,3,1.3,1.3,1.5,17,4,23.5,36,74,3,38.5,0.03,0.06,0.04,-0.3,23.53
Marco Friedl,DF,Werder Bremen,de Bundesliga,26,2161,0,0,0,0.5,0.5,0.2,4,3,75.0,3,13,0,75.0,0.0,0.0,0.02,-0.5,75.0
Marvin Friedrich,DF,Gladbach,de Bundesliga,22,989,0,1,1,0.4,0.4,0.6,7,2,28.6,3,9,1,100.0,0.0,0.09,0.04,-0.4,28.57
Jeremie Frimpong,"DF,MF",Leverkusen,de Bundesliga,33,2314,5,5,10,4.1,4.1,4.2,34,16,47.1,30,66,11,32.1,0.19,0.19,0.16,0.9,47.06
Jorge de Frutos,"FW,MF",Rayo Vallecano,es La Liga,36,2495,6,3,9,6.3,6.3,3.4,52,18,34.6,31,62,10,30.8,0.22,0.11,0.23,-0.3,34.62
Chris Führich,"MF,FW",Stuttgart,de Bundesliga,33,1981,2,3,5,2.9,2.9,3.7,36,12,33.3,32,85,8,47.1,0.09,0.14,0.13,-0.9,33.33
Angelo Fulgini,"MF,FW",Lens,fr Ligue 1,23,1045,1,1,2,2.4,2.4,3.8,26,9,34.6,28,54,2,28.9,0.09,0.09,0.21,-1.4,34.62
Niclas Füllkrug,FW,West Ham,eng Premier League,18,790,3,2,5,2.2,2.2,1.9,16,7,43.8,14,22,2,12.5,0.34,0.23,0.25,0.8,43.75
Manuel Fuster,"FW,MF",Las Palmas,es La Liga,28,1003,2,1,3,0.7,0.7,1.8,18,7,38.9,28,56,6,29.4,0.18,0.09,0.06,1.3,38.89
Matteo Gabbia,DF,Milan,it Serie A,26,2152,2,0,2,1.1,1.1,0.2,14,4,28.6,2,22,3,100.0,0.08,0.0,0.05,0.9,28.57
Gianluca Gaetano,"MF,FW",Cagliari,it Serie A,28,1009,2,4,6,4.9,4.9,2.2,30,6,20.0,22,48,5,51.9,0.18,0.36,0.44,-2.9,20.0
Cody Gakpo,FW,Liverpool,eng Premier League,35,1935,10,4,14,7.1,7.1,4.4,57,22,38.6,38,80,8,50.8,0.47,0.19,0.33,2.9,38.6
Javi Galán,DF,Atlético Madrid,es La Liga,25,1784,0,3,3,0.2,0.2,3.9,9,0,0.0,15,33,6,35.9,0.0,0.15,0.01,-0.2,0.0
Iñigo Ruiz de Galarreta,MF,Athletic Club,es La Liga,26,1477,0,4,4,0.5,0.5,2.9,11,1,9.1,28,50,6,69.6,0.0,0.24,0.03,-0.5,9.09
Conor Gallagher,MF,Atlético Madrid,es La Liga,32,1633,3,3,6,2.8,2.8,1.2,22,4,18.2,12,32,8,40.5,0.17,0.17,0.15,0.2,18.18
Antonino Gallo,DF,Lecce,it Serie A,31,2609,0,2,2,0.3,0.3,2.7,9,3,33.3,44,72,3,44.8,0.0,0.07,0.01,-0.3,33.33
Idrissa Gana Gueye,MF,Everton,eng Premier League,37,3063,0,3,3,1.1,1.1,1.7,27,5,18.5,19,60,4,46.2,0.0,0.09,0.03,-1.1,18.52
Silvère Ganvoula M'Boussy,FW,Monza,it Serie A,7,326,0,0,0,0.4,0.4,0.2,4,1,25.0,1,4,0,25.0,0.0,0.0,0.11,-0.4,25.0
Facundo Garcés,DF,Alavés,es La Liga,10,678,0,0,0,0.1,0.1,0.8,5,1,20.0,3,3,0,0.0,0.0,0.0,0.01,-0.1,20.0
Aleix García,MF,Leverkusen,de Bundesliga,28,1455,3,4,7,1.0,1.0,4.9,15,5,33.3,32,60,10,80.0,0.19,0.25,0.06,2.0,33.33
Álvaro García,"FW,MF",Rayo Vallecano,es La Liga,36,2559,4,5,9,7.6,7.6,5.0,71,26,36.6,50,104,7,37.0,0.14,0.18,0.27,-3.6,36.62
Andrés García,"DF,MF",Aston Villa,eng Premier League,7,318,0,0,0,0.0,0.0,0.2,2,0,0.0,3,3,0,27.8,0.0,0.0,0.0,0.0,0.0
Eric García,"DF,MF",Barcelona,es La Liga,29,1566,2,3,5,2.3,2.3,0.8,14,8,57.1,7,32,7,41.7,0.11,0.17,0.13,-0.3,57.14
Fran Garcia,DF,Real Madrid,es La Liga,31,2171,0,2,2,0.9,0.9,1.8,14,3,21.4,24,56,3,34.8,0.0,0.08,0.04,-0.9,21.43
Joan García,GK,Espanyol,es La Liga,38,3420,0,0,0,0.1,0.1,0.0,1,1,100.0,0,9,1,0.0,0.0,0.0,0.0,-0.1,100.0
Rubén García,"FW,MF",Osasuna,es La Liga,36,2413,5,5,10,3.2,3.2,3.6,27,10,37.0,49,104,12,33.3,0.19,0.19,0.12,1.8,37.04
Ulisses Garcia,DF,Marseille,fr Ligue 1,20,930,2,2,4,1.5,1.5,1.4,8,2,25.0,8,20,7,38.9,0.19,0.19,0.15,0.5,25.0
Alejandro Garnacho,"MF,FW",Manchester Utd,eng Premier League,36,2199,6,2,8,7.3,7.3,4.5,84,29,34.5,37,83,6,29.2,0.25,0.08,0.3,-1.3,34.52
James Garner,"MF,DF",Everton,eng Premier League,21,1594,0,1,1,0.7,0.7,1.4,12,4,33.3,13,39,5,36.8,0.0,0.06,0.04,-0.7,33.33
Yarek Gasiorowski,DF,Valencia,es La Liga,15,947,0,0,0,1.1,1.1,0.1,3,0,0.0,3,7,0,0.0,0.0,0.0,0.1,-1.1,0.0
Federico Gatti,DF,Juventus,it Serie A,30,2195,1,0,1,2.5,2.5,0.5,25,9,36.0,6,26,2,53.8,0.04,0.0,0.1,-1.5,36.0
Gavi,"MF,FW",Barcelona,es La Liga,26,1085,1,1,2,0.9,0.9,1.6,11,1,9.1,14,39,4,50.0,0.08,0.08,0.07,0.1,9.09
Paulo Gazzaniga,GK,Girona,es La Liga,36,3195,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,75.0,0.0,0.0,0.0,0.0,
Mory Gbane,"DF,MF",Reims,fr Ligue 1,13,1125,0,1,1,0.2,0.2,0.6,4,2,50.0,7,18,1,71.4,0.0,0.08,0.02,-0.2,50.0
Yann Gboho,"MF,FW",Toulouse,fr Ligue 1,31,2333,5,4,9,5.4,5.4,3.5,50,26,52.0,30,87,7,41.0,0.19,0.15,0.21,-0.4,52.0
David de Gea,GK,Fiorentina,it Serie A,34,3060,0,1,1,0.0,0.0,0.4,0,0,0.0,3,10,3,0.0,0.0,0.03,0.0,0.0,
Lutsharel Geertruida,DF,RB Leipzig,de Bundesliga,24,1557,1,0,1,1.1,1.1,1.0,8,1,12.5,10,25,1,50.0,0.06,0.0,0.06,-0.1,12.5
Dennis Geiger,"MF,FW",Hoffenheim,de Bundesliga,20,734,0,0,0,0.2,0.2,0.5,5,1,20.0,11,26,0,50.0,0.0,0.0,0.02,-0.2,20.0
Valentin Gendrey,DF,Hoffenheim,de Bundesliga,22,1414,1,1,2,1.1,1.1,1.8,10,5,50.0,16,37,4,27.3,0.06,0.06,0.07,-0.1,50.0
Yannick Gerhardt,"MF,DF",Wolfsburg,de Bundesliga,29,1518,1,1,2,1.2,1.2,0.2,15,4,26.7,4,29,2,12.5,0.06,0.06,0.07,-0.2,26.67
Max Geschwill,DF,Holstein Kiel,de Bundesliga,19,1282,1,2,3,0.9,0.9,0.8,9,2,22.2,10,24,2,40.0,0.07,0.14,0.06,0.1,22.22
Daniele Ghilardi,DF,Hellas Verona,it Serie A,24,2029,0,0,0,0.6,0.6,0.2,12,4,33.3,6,16,1,22.2,0.0,0.0,0.03,-0.6,33.33
Lautaro Gianetti,DF,Udinese,it Serie A,15,878,1,0,1,0.1,0.0,0.1,2,2,100.0,2,4,0,0.0,0.1,0.0,0.01,0.9,100.0
Dimitris Giannoulis,DF,Augsburg,de Bundesliga,31,2650,1,4,5,1.1,1.1,4.2,13,4,30.8,42,76,6,35.4,0.03,0.14,0.04,-0.1,30.77
Morgan Gibbs-White,MF,Nott'ham Forest,eng Premier League,34,2803,7,8,15,6.3,6.3,5.0,61,21,34.4,51,115,19,40.3,0.22,0.26,0.2,0.7,34.43
Samuel Gigot,DF,Lazio,it Serie A,15,683,2,0,2,1.3,1.3,0.0,4,3,75.0,0,6,1,50.0,0.26,0.0,0.17,0.7,75.0
Armin Gigovic,MF,Holstein Kiel,de Bundesliga,31,1895,5,1,6,1.9,1.9,2.1,26,10,38.5,16,39,7,36.4,0.24,0.05,0.09,3.1,38.46
Bryan Gil,"FW,MF",Girona,es La Liga,25,1721,3,3,6,2.3,2.3,2.9,32,15,46.9,21,56,5,39.4,0.16,0.16,0.12,0.7,46.88
Mario Gila,DF,Lazio,it Serie A,32,2741,1,0,1,1.1,1.1,0.6,15,4,26.7,15,38,1,26.7,0.03,0.0,0.04,-0.1,26.67
Billy Gilmour,MF,Napoli,it Serie A,26,1177,0,1,1,0.5,0.5,1.8,9,1,11.1,21,40,4,50.0,0.0,0.08,0.04,-0.5,11.11
Benedikt Gimber,DF,Heidenheim,de Bundesliga,32,2671,0,0,0,0.7,0.7,0.3,14,1,7.1,3,15,1,50.0,0.0,0.0,0.02,-0.7,7.14
Santiago Giménez,FW,Milan,it Serie A,14,669,5,2,7,4.8,4.0,0.9,22,9,40.9,6,16,4,36.8,0.67,0.27,0.65,0.2,40.91
Gvidas Gineitis,MF,Torino,it Serie A,30,1430,3,1,4,1.3,1.3,2.0,29,8,27.6,21,39,2,47.1,0.19,0.06,0.08,1.7,27.59
Matthias Ginter,DF,Freiburg,de Bundesliga,32,2561,2,1,3,2.8,2.8,0.7,24,4,16.7,9,27,4,66.7,0.07,0.04,0.1,-0.8,16.67
Jamie Gittens,"FW,MF",Dortmund,de Bundesliga,32,1776,8,3,11,3.6,3.6,2.5,52,24,46.2,21,73,10,45.0,0.41,0.15,0.18,4.4,46.15
Serge Gnabry,"FW,MF",Bayern Munich,de Bundesliga,27,1242,7,5,12,7.5,6.8,5.1,48,17,35.4,24,56,13,45.0,0.51,0.36,0.54,-0.5,35.42
Saba Goglichidze,DF,Empoli,it Serie A,33,2539,0,1,1,0.3,0.3,0.3,6,0,0.0,3,13,2,40.0,0.0,0.04,0.01,-0.3,0.0
Edoardo Goldaniga,DF,Como,it Serie A,32,2532,1,0,1,2.5,2.5,0.3,12,5,41.7,4,25,3,42.9,0.04,0.0,0.09,-1.5,41.67
Pierluigi Gollini,GK,Genoa,it Serie A,7,630,0,0,0,0.0,0.0,0.0,0,0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,
Aleksandr Golovin,"MF,FW",Monaco,fr Ligue 1,19,1153,3,0,3,2.3,2.3,2.4,24,9,37.5,24,48,1,59.5,0.23,0.0,0.18,0.7,37.5
André Gomes,MF,Lille,fr Ligue 1,20,1276,0,0,0,0.5,0.5,0.7,11,3,27.3,10,26,1,41.7,0.0,0.0,0.04,-0.5,27.27
Angel Gomes,MF,Lille,fr Ligue 1,14,736,1,1,2,1.7,0.9,2.1,8,2,25.0,14,28,3,50.0,0.12,0.12,0.21,-0.7,25.0
João Gomes,MF,Wolves,eng Premier League,36,2974,3,1,4,2.9,2.9,1.2,35,7,20.0,23,67,4,46.2,0.09,0.03,0.09,0.1,20.0
Rodrigo Gomes,"DF,FW",Wolves,eng Premier League,25,810,2,0,2,0.7,0.7,0.9,7,3,42.9,12,22,1,33.3,0.22,0.0,0.08,1.3,42.86
Toti Gomes,DF,Wolves,eng Premier League,31,2614,0,1,1,0.7,0.7,0.9,7,2,28.6,9,21,1,62.5,0.0,0.03,0.02,-0.7,28.57
Carlos Gómez,"MF,DF",Rennes,fr Ligue 1,17,381,3,0,3,1.3,1.3,0.2,9,5,55.6,5,12,0,36.4,0.71,0.0,0.31,1.7,55.56
Dani Gómez,FW,Valencia,es La Liga,14,532,2,0,2,2.7,2.7,0.0,14,6,42.9,1,6,0,30.0,0.34,0.0,0.46,-0.7,42.86
Diego Gómez,MF,Brighton,eng Premier League,16,516,1,0,1,0.9,0.9,0.7,9,3,33.3,8,19,4,50.0,0.17,0.0,0.16,0.1,33.33
Joe Gomez,DF,Liverpool,eng Premier League,9,519,0,0,0,0.3,0.3,0.1,3,2,66.7,2,5,1,0.0,0.0,0.0,0.05,-0.3,66.67
Moi Gómez,"MF,FW",Osasuna,es La Liga,26,796,0,0,0,0.5,0.5,0.8,6,1,16.7,11,19,0,53.8,0.0,0.0,0.06,-0.5,16.67
Sergi Gómez,DF,Espanyol,es La Liga,12,664,0,0,0,0.3,0.3,0.0,2,1,50.0,0,4,0,0.0,0.0,0.0,0.04,-0.3,50.0
Sergio Gómez,"MF,DF",Real Sociedad,es La Liga,37,2738,2,5,7,1.9,1.9,8.9,18,10,55.6,56,102,10,43.1,0.07,0.16,0.06,0.1,55.56
Unai Gómez,"MF,FW",Athletic Club,es La Liga,32,1284,1,3,4,1.9,1.9,0.8,19,4,21.1,10,23,3,41.4,0.07,0.21,0.13,-0.9,21.05
Nicolás González,MF,Manchester City,eng Premier League,11,760,1,0,1,0.5,0.5,0.1,9,2,22.2,1,15,3,16.7,0.12,0.0,0.06,0.5,22.22
Nicolás González,"FW,MF",Juventus,it Serie A,26,1750,3,2,5,4.1,4.1,1.1,45,21,46.7,19,47,4,32.1,0.15,0.1,0.21,-1.1,46.67
Peter González,"MF,FW",Getafe,es La Liga,17,477,0,0,0,1.3,1.3,0.1,12,4,33.3,4,13,1,20.0,0.0,0.0,0.25,-1.3,33.33
Urko González,MF,Espanyol,es La Liga,17,1374,0,2,2,0.5,0.5,0.7,4,2,50.0,10,23,5,35.3,0.0,0.13,0.03,-0.5,50.0
Anthony Gordon,"FW,MF",Newcastle Utd,eng Premier League,34,2434,6,5,11,8.0,6.5,5.0,57,16,28.1,51,101,12,36.9,0.22,0.18,0.3,-2.0,28.07
Leon Goretzka,"MF,DF",Bayern Munich,de Bundesliga,26,1325,4,1,5,2.8,2.8,1.7,32,11,34.4,12,28,2,87.5,0.27,0.07,0.19,1.2,34.38
Mathieu Gorgelin,GK,Le Havre,fr Ligue 1,16,1440,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,100.0,0.0,0.0,0.0,0.0,
Andoni Gorosabel,DF,Athletic Club,es La Liga,20,1485,0,2,2,0.3,0.3,1.8,2,1,50.0,15,32,2,50.0,0.0,0.12,0.02,-0.3,50.0
Robin Gosens,DF,Fiorentina,it Serie A,31,2434,5,5,10,1.8,1.8,2.4,23,8,34.8,27,66,14,40.0,0.18,0.18,0.07,3.2,34.78
Mario Götze,"MF,FW",Eint Frankfurt,de Bundesliga,24,1542,3,2,5,2.9,2.9,3.1,8,5,62.5,34,58,3,39.1,0.18,0.12,0.17,0.1,62.5
Amine Gouiri,"FW,MF",Marseille,fr Ligue 1,14,1048,10,3,13,8.4,8.4,3.6,51,24,47.1,26,56,7,45.5,0.86,0.26,0.72,1.6,47.06
Amine Gouiri,"MF,FW",Rennes,fr Ligue 1,19,1037,3,2,5,3.5,3.5,0.4,31,16,51.6,8,29,4,45.5,0.26,0.17,0.3,-0.5,51.61
Jeffrey Gouweleeuw,DF,Augsburg,de Bundesliga,33,2944,1,4,5,1.7,0.9,2.2,17,4,23.5,14,34,5,58.3,0.03,0.12,0.05,-0.7,23.53
Kamil Grabara,GK,Wolfsburg,de Bundesliga,29,2585,0,0,0,0.0,0.0,0.0,0,0,0.0,2,6,0,100.0,0.0,0.0,0.0,0.0,
Jonathan Gradit,DF,Lens,fr Ligue 1,25,2112,0,0,0,0.8,0.8,0.7,16,4,25.0,11,25,0,33.3,0.0,0.0,0.03,-0.8,25.0
José Gragera,MF,Espanyol,es La Liga,10,569,0,0,0,0.0,0.0,0.0,2,0,0.0,1,7,0,25.0,0.0,0.0,0.0,0.0,0.0
Alberto Grassi,MF,Empoli,it Serie A,28,2203,1,0,1,1.0,1.0,0.8,11,4,36.4,7,27,2,41.7,0.04,0.0,0.04,0.0,36.36
Ryan Gravenberch,MF,Liverpool,eng Premier League,37,3160,0,4,4,1.1,1.1,3.1,20,5,25.0,26,68,6,45.7,0.0,0.11,0.03,-1.1,25.0
Archie Gray,"DF,MF",Tottenham,eng Premier League,28,1751,0,0,0,0.0,0.0,0.1,1,1,100.0,3,6,0,53.8,0.0,0.0,0.0,0.0,100.0
Jack Grealish,"FW,MF",Manchester City,eng Premier League,20,721,1,1,2,1.1,1.1,1.8,15,5,33.3,24,47,2,44.8,0.12,0.12,0.14,-0.1,33.33
Jacob Greaves,DF,Ipswich Town,eng Premier League,25,2205,1,0,1,1.3,1.3,0.3,10,4,40.0,5,20,1,66.7,0.04,0.0,0.05,-0.3,40.0
Mason Greenwood,"FW,MF",Marseille,fr Ligue 1,34,2804,21,5,26,16.3,9.1,5.7,111,45,40.5,47,123,19,41.9,0.67,0.16,0.52,4.7,40.54
Michael Gregoritsch,FW,Freiburg,de Bundesliga,20,639,2,1,3,1.8,1.8,0.4,16,6,37.5,5,19,5,57.1,0.28,0.14,0.25,0.2,37.5
Dominik Greif,GK,Mallorca,es La Liga,31,2790,0,0,0,0.0,0.0,0.0,0,0,0.0,0,5,0,100.0,0.0,0.0,0.0,0.0,
Antoine Griezmann,"FW,MF",Atlético Madrid,es La Liga,38,2469,8,7,15,7.4,5.9,7.1,48,17,35.4,48,93,13,42.9,0.29,0.26,0.27,0.6,35.42
Vincenzo Grifo,"FW,MF",Freiburg,de Bundesliga,34,2432,8,11,19,7.9,5.6,6.9,63,26,41.3,66,121,15,55.6,0.3,0.41,0.29,0.1,41.27
Florian Grillitsch,MF,Valladolid,es La Liga,13,623,0,0,0,0.1,0.1,0.7,3,2,66.7,8,22,1,73.3,0.0,0.0,0.01,-0.1,66.67
Florian Grillitsch,MF,Hoffenheim,de Bundesliga,8,601,0,0,0,0.2,0.2,0.2,6,1,16.7,5,17,0,41.7,0.0,0.0,0.03,-0.2,16.67
Álex Grimaldo,DF,Leverkusen,de Bundesliga,32,2636,2,7,9,2.5,2.5,8.1,44,13,29.5,73,129,11,40.0,0.07,0.24,0.09,-0.5,29.55
Pascal Groß,"MF,DF",Dortmund,de Bundesliga,30,2327,0,9,9,2.4,2.4,5.1,27,7,25.9,57,96,17,33.3,0.0,0.35,0.09,-2.4,25.93
Brajan Gruda,"MF,FW",Brighton,eng Premier League,21,687,1,4,5,1.2,1.2,2.1,11,5,45.5,23,39,6,43.3,0.13,0.52,0.16,-0.2,45.45
Marco Grüll,"FW,MF",Werder Bremen,de Bundesliga,30,1181,6,1,7,4.0,4.0,1.8,25,10,40.0,11,41,5,33.3,0.46,0.08,0.3,2.0,40.0
Albert Grønbaek,"MF,FW",Rennes,fr Ligue 1,16,813,2,1,3,1.5,1.5,1.0,22,9,40.9,19,29,5,29.7,0.22,0.11,0.17,0.5,40.91
Vicente Guaita,GK,Celta Vigo,es La Liga,34,3060,0,0,0,0.0,0.0,0.0,0,0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,
Sergi Guardiola,FW,Rayo Vallecano,es La Liga,16,362,0,0,0,2.4,2.4,0.1,11,3,27.3,5,9,0,0.0,0.0,0.0,0.6,-2.4,27.27
Nemanja Gudelj,"MF,DF",Sevilla,es La Liga,31,2493,1,1,2,1.6,0.8,0.6,22,5,22.7,14,34,2,66.7,0.04,0.04,0.06,-0.6,22.73
Gabriel Gudmundsson,DF,Lille,fr Ligue 1,30,1785,2,0,2,0.7,0.7,1.4,18,5,27.8,16,30,0,39.2,0.1,0.0,0.04,1.3,27.78
Gonçalo Guedes,"MF,FW",Wolves,eng Premier League,29,995,2,4,6,3.2,3.2,1.3,27,8,29.6,14,30,8,32.1,0.18,0.36,0.29,-1.2,29.63
Marc Guéhi,DF,Crystal Palace,eng Premier League,34,3059,3,2,5,2.0,2.0,1.8,15,7,46.7,16,44,5,80.0,0.09,0.06,0.06,1.0,46.67
Mattéo Guendouzi,MF,Lazio,it Serie A,37,3270,1,3,4,1.4,1.4,3.2,27,8,29.6,43,118,7,60.0,0.03,0.08,0.04,-0.4,29.63
Javier Guerra,MF,Valencia,es La Liga,36,2581,3,3,6,2.2,2.2,3.2,47,10,21.3,23,74,6,37.2,0.1,0.1,0.08,0.8,21.28
Raphaël Guerreiro,"DF,MF",Bayern Munich,de Bundesliga,23,1572,4,4,8,2.9,2.9,2.9,21,11,52.4,27,54,10,50.0,0.23,0.23,0.17,1.1,52.38
Evann Guessand,"FW,MF",Nice,fr Ligue 1,33,2565,12,8,20,9.2,9.2,5.4,63,27,42.9,32,91,17,47.6,0.42,0.28,0.32,2.8,42.86
Ander Guevara,MF,Alavés,es La Liga,33,1947,0,1,1,0.9,0.9,0.6,12,3,25.0,12,41,5,60.0,0.0,0.05,0.04,-0.9,25.0
Pape Gueye,MF,Villarreal,es La Liga,34,2224,4,0,4,3.4,3.4,1.1,55,17,30.9,17,49,9,33.3,0.16,0.0,0.14,0.6,30.91
Morgan Guilavogui,"FW,MF",St. Pauli,de Bundesliga,25,1807,6,2,8,7.1,7.1,1.9,41,15,36.6,27,52,4,43.8,0.3,0.1,0.35,-1.1,36.59
Frederic Guilbert,DF,Lecce,it Serie A,31,2435,0,1,1,0.3,0.3,1.8,11,0,0.0,19,45,2,48.6,0.0,0.04,0.01,-0.3,0.0
Hugo Guillamón,MF,Valencia,es La Liga,12,364,0,0,0,0.1,0.1,0.0,2,1,50.0,2,7,1,50.0,0.0,0.0,0.02,-0.1,50.0
Bruno Guimarães,MF,Newcastle Utd,eng Premier League,38,3271,5,6,11,4.3,4.3,6.1,45,13,28.9,52,133,18,43.6,0.14,0.17,0.12,0.7,28.89
Bahereba Guirassy,"FW,MF",Nantes,fr Ligue 1,19,348,2,0,2,0.7,0.7,0.1,7,4,57.1,2,10,2,34.6,0.52,0.0,0.18,1.3,57.14
Serhou Guirassy,FW,Dortmund,de Bundesliga,30,2598,21,4,25,22.7,19.6,3.9,86,33,38.4,25,53,10,28.2,0.73,0.14,0.79,-1.7,38.37
Péter Gulácsi,GK,RB Leipzig,de Bundesliga,30,2631,0,0,0,0.0,0.0,0.0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,
Arda Güler,"MF,FW",Real Madrid,es La Liga,28,1250,3,4,7,3.3,3.3,4.5,39,16,41.0,40,79,11,44.4,0.22,0.29,0.24,-0.3,41.03
Gerard Gumbau,MF,Rayo Vallecano,es La Liga,22,849,0,1,1,1.1,1.1,1.3,13,5,38.5,17,29,1,50.0,0.0,0.11,0.12,-1.1,38.46
İlkay Gündoğan,MF,Manchester City,eng Premier League,33,2223,1,6,7,3.2,3.2,3.5,27,7,25.9,44,88,13,41.5,0.04,0.24,0.13,-2.2,25.93
Christian Günter,DF,Freiburg,de Bundesliga,29,2314,2,2,4,0.8,0.6,2.5,21,6,28.6,28,53,4,33.3,0.08,0.08,0.03,1.2,28.57
Jon Guridi,"MF,FW",Alavés,es La Liga,33,2080,3,1,4,4.2,3.4,1.2,23,11,47.8,17,48,8,30.8,0.13,0.04,0.18,-1.2,47.83
Gorka Guruzeta,FW,Athletic Club,es La Liga,36,1840,7,2,9,6.7,6.6,1.5,59,19,32.2,15,29,1,55.0,0.34,0.1,0.33,0.3,32.2
Malo Gusto,DF,Chelsea,eng Premier League,32,1862,0,1,1,1.7,1.7,1.4,22,4,18.2,22,58,4,25.0,0.0,0.05,0.08,-1.7,18.18
Miguel Gutiérrez,"DF,MF",Girona,es La Liga,29,2458,1,5,6,1.6,1.6,4.1,28,9,32.1,41,74,8,52.7,0.04,0.18,0.06,-0.6,32.14
Albert Guðmundsson,"FW,MF",Fiorentina,it Serie A,24,1273,6,1,7,4.5,2.9,1.8,25,13,52.0,15,39,5,55.6,0.42,0.07,0.32,1.5,52.0
Joško Gvardiol,DF,Manchester City,eng Premier League,37,3277,5,0,5,4.6,4.3,2.1,40,12,30.0,26,76,7,58.1,0.14,0.0,0.13,0.4,30.0
Emmanuel Gyasi,"DF,FW",Empoli,it Serie A,37,3217,2,1,3,3.9,3.9,0.7,22,8,36.4,17,40,5,57.1,0.06,0.03,0.11,-1.9,36.36
Christian Gytkjær,FW,Venezia,it Serie A,29,754,2,1,3,2.4,1.6,0.5,16,5,31.3,7,14,2,20.0,0.24,0.12,0.29,-0.4,31.25
Erling Haaland,FW,Manchester City,eng Premier League,31,2736,22,3,25,22.0,18.8,3.0,104,55,52.9,29,71,9,36.1,0.72,0.1,0.72,0.0,52.88
Janik Haberer,"MF,DF",Union Berlin,de Bundesliga,28,1696,0,0,0,0.7,0.7,0.8,15,3,20.0,7,34,1,33.3,0.0,0.0,0.04,-0.7,20.0
